y,ti,fx,eps,x1,x2,x3,x4,id,train
1.049270984,4,1.146048009,-0.096777025,-0.512914326,0.11376133,1.474476108,0.108169505,20,train
-0.923877223,1,-0.752571032,-0.17130619,0.917847446,-0.708133957,-0.601610223,0.030519824,21,train
-2.066622985,6,-1.006265131,-1.060357854,0.375627494,0.780643467,0.533522276,1.190905577,22,train
-0.247874958,8,-1.188367108,0.940492151,-0.42870276,0.630005525,0.503697413,-1.320314633,23,train
-0.775255503,3,-1.077929849,0.302674346,-0.698003051,-0.026150554,-0.540364644,-1.197290591,24,train
0.125264084,8,-1.087686276,1.21295036,-0.115864155,0.308591777,-0.114192984,-0.978839799,25,train
1.265575453,4,0.710878682,0.554696771,-1.073178122,-1.166289184,-0.377020713,0.469256019,26,train
-0.007081589,5,0.40586456,-0.412946149,-0.468917399,1.477968544,0.784459653,0.817167471,27,train
-0.278755703,2,-0.297100513,0.018344811,-1.766440737,-0.264305062,0.845371649,0.484238687,28,train
-0.94530563,6,0.00608518,-0.95139081,0.715352772,0.048704392,-0.839272936,1.306413152,29,train
-1.861564782,2,-0.833590316,-1.027974466,-0.239706204,0.232717582,0.032515901,-2.033823033,30,train
0.479357258,6,0.160671064,0.318686195,0.380340391,0.262590904,0.207505175,0.075992528,31,train
-1.712921081,4,-0.066592916,-1.646328165,0.762759807,-0.85413446,0.2570254,-1.690363356,32,train
0.815159215,6,-0.519465426,1.334624641,-1.755200732,-0.419891436,0.853298106,0.583285893,33,train
0.659735526,5,0.628431207,0.031304318,-0.733323053,-1.385805917,-0.368457924,-1.381585524,34,train
-0.996989468,7,-0.684643664,-0.312345804,-0.604503901,-0.229203245,2.22351634,0.619656093,35,train
-1.923750807,8,-0.765271337,-1.158479469,-1.423713292,-1.717502471,-0.366650239,0.023455114,36,train
-1.427818172,8,-1.041861464,-0.385956708,0.589211009,1.06183681,1.139865258,-0.067733291,37,train
-2.084021019,5,-0.724409121,-1.359611898,-0.026206741,-0.471250245,0.774555627,2.357781015,38,train
1.573671845,3,-0.930407389,2.504079234,-1.22087932,-0.853548933,-1.11952605,-1.071967995,39,train
2.536884554,6,1.059419023,1.477465531,-1.041339187,-0.078912719,-0.571336428,-1.1698442,40,train
0.54440706,4,1.473346507,-0.928939446,0.688977643,0.976419772,0.628193002,0.209889,41,train
1.195648142,5,1.659313503,-0.463665361,1.833379717,1.126748727,-0.622941965,0.543963255,42,train
0.892619728,4,0.634756552,0.257863176,-0.480672777,-0.268741536,0.160088294,-0.55946277,43,train
-0.411049849,7,-1.134359448,0.723309599,0.56812059,1.03870488,0.123137426,0.130363677,44,train
0.744956753,1,-0.099957022,0.844913774,0.550567727,-1.831703064,-0.607578924,-0.81384575,45,train
-0.06474035,2,-0.012155492,-0.052584857,0.614659085,-1.020290714,-0.059860373,1.887416694,46,train
-0.21427992,8,-0.241875983,0.027596062,1.405246859,0.106390035,0.587356639,1.44647225,47,train
3.125916406,7,1.505047853,1.620868553,2.18036412,1.401945956,-1.459901423,-1.24530188,48,train
-2.575899715,3,-1.24542249,-1.330477225,1.340357786,-0.645302637,-1.950403998,-0.954067923,49,train
-0.828467244,2,-0.106155634,-0.72231161,0.932043534,-2.104304788,2.016226063,-0.330986754,50,train
0.105729747,7,-0.393616933,0.49934668,1.085266591,0.870526074,-0.378520034,-0.332618613,51,train
-2.182254356,2,-1.098537167,-1.083717189,-0.483512083,0.419493604,-0.266547654,-1.162875548,52,train
0.424340708,1,-0.010123419,0.434464127,0.446154089,0.954833848,1.222492125,2.205941782,53,train
0.666928177,3,-1.160573781,1.827501958,-0.847292822,1.052953075,-0.960422633,-0.602228212,54,train
0.227980474,2,-0.716570734,0.944551208,-0.928619525,1.275430584,0.610291291,0.303581865,55,train
-0.994565754,8,-0.987293773,-0.007271981,0.408900783,-2.052385556,0.401355632,-0.387060178,56,train
1.525735702,2,1.267610459,0.258125243,0.642577339,-0.191416661,1.519448215,2.388958655,57,train
0.360180969,3,-1.084861794,1.445042763,1.157891789,1.022019338,-0.370638854,-0.586300511,58,train
-1.132064143,2,-1.048368934,-0.083695209,-1.037519383,-0.212413184,0.600607778,-1.471961981,59,train
-1.507601188,8,-0.979670792,-0.527930396,0.216719501,-1.35886427,-0.26727338,-0.616767686,60,train
-2.396585663,2,-0.727532148,-1.669053514,-0.762117791,-2.38162219,-0.174153202,-1.005678747,61,train
-0.932161493,4,0.343040916,-1.275202408,1.040305608,0.20308333,-1.181507481,0.218306721,62,train
-2.341095285,3,-1.542248299,-0.798846986,0.520797662,1.980711887,-0.329677717,-1.397661705,63,train
-0.320733105,7,-0.382161707,0.061428602,-0.182902399,2.002003579,-1.204311501,0.486548606,64,train
-0.47827888,2,-1.533994669,1.055715789,0.841578321,1.101569408,-0.400089407,-0.462844181,65,train
0.118072789,7,-0.210014199,0.328086988,0.194056452,0.085646405,0.42321112,-1.283929415,66,train
-2.113527361,7,-0.873297684,-1.240229677,-0.293418819,-2.156249526,1.524761633,-0.08686746,67,train
-1.077986313,7,-1.219536159,0.141549846,0.392556942,0.576293081,0.80619618,1.391917811,68,train
-0.009717723,3,0.053728824,-0.063446547,0.22748665,0.024849307,0.324374957,-0.00943579,69,train
1.947098011,6,1.152514554,0.794583457,0.316292926,0.57650858,0.593646403,-1.687064686,70,train
-2.575031745,8,-1.115869034,-1.459162711,0.813585964,1.372109701,0.411956285,0.635897102,71,train
1.634842995,2,-0.378111154,2.012954149,0.592102038,-0.022403287,1.016628252,0.369424822,72,train
0.98559704,7,0.610074818,0.375522222,-0.980662798,0.380564215,-0.437872964,-1.569736272,73,train
0.23292659,7,-1.135193799,1.36812039,-0.377132687,-0.351518873,0.325829652,1.154300232,74,train
-1.644717192,6,-0.315224947,-1.329492246,-0.203913408,0.371969183,0.748655602,0.124377403,75,train
-1.29106792,1,-1.224751641,-0.066316279,1.777868745,-0.330254311,0.964804511,-0.967191909,76,train
-0.518221535,7,-0.459094325,-0.059127209,-0.231807952,-1.455678071,0.352725749,-0.705035101,77,train
-1.090264045,8,-1.043608887,-0.046655157,1.078933689,-1.012459863,-1.794959008,0.637354113,78,train
0.947683592,2,-0.683238293,1.630921885,-2.208721644,-1.153994614,-0.240260214,0.174816681,79,train
-1.543000041,7,-0.930216433,-0.612783608,0.452390884,0.192661859,-0.236053921,0.330477882,80,train
-1.09778915,6,-1.358465898,0.260676749,0.39597746,1.251267433,0.9928003,1.287039698,81,train
1.020674325,2,-0.629374511,1.650048836,-1.182225332,-2.140801529,0.518923346,-0.297312479,82,train
-2.819701201,8,-0.717099729,-2.102601472,-1.791116463,-1.421260573,0.187924229,0.122037581,83,train
1.100647807,4,0.110503773,0.990144033,-0.538410986,-0.965588017,1.327169174,2.164775254,84,train
2.464802727,3,1.028666151,1.436136576,-0.504855148,-0.64891295,1.115680493,1.183027851,85,train
-0.4999195,2,-0.823293614,0.323374113,0.274496881,-1.242877324,1.209066303,-0.713723703,86,train
-2.398345852,1,-1.334837201,-1.063508651,2.077204879,0.011148424,2.476389035,-0.66125289,87,train
1.313602476,5,-0.25308055,1.566683026,-1.362472175,0.298232676,1.555584547,0.889573243,88,train
-0.420335748,1,-0.004930042,-0.415405706,0.519534951,-0.671138726,0.287196079,-1.853943004,89,train
-0.525634141,2,-0.785014552,0.25938041,-0.442818029,-0.243181449,-0.431147254,-1.530594537,90,train
-1.012205823,1,0.022932013,-1.035137835,0.259397531,0.205024623,-1.383072253,-0.217817502,91,train
-0.144372721,3,-0.888519005,0.744146283,-1.863389582,-0.478116457,-0.522307021,-1.633778147,92,train
-3.15363184,8,-0.690625331,-2.463006509,0.29424678,-1.918326102,-0.71804129,-0.782694127,93,train
-1.969248247,8,-1.239338378,-0.729909869,0.752075641,-0.035755655,-0.292947569,-0.590640312,94,train
0.005232421,6,0.142361569,-0.137129148,0.47579446,1.102817577,-0.977976434,1.299584625,95,train
-1.64749095,1,-1.373078921,-0.274412029,-0.306560381,1.409812207,-1.003193266,2.337396944,96,train
0.731764358,5,0.69526339,0.036500968,-1.494995633,-1.040123539,-0.129651853,0.699007412,97,train
-2.101744422,7,-1.013962171,-1.087782251,0.649027546,-1.995781412,0.599358924,1.160483028,98,train
-0.745025006,7,-1.26438528,0.519360274,0.15626989,-0.053414402,0.359278893,1.004824451,99,train
-2.713904617,1,-1.184162532,-1.529742084,0.999587369,0.917590332,2.061764781,-0.019139397,100,train
-1.848162787,7,-0.975703355,-0.872459432,-0.398429936,-1.367975347,1.245980133,0.02129124,101,train
-0.343984171,5,1.278050582,-1.622034753,0.17113642,0.726407959,-1.060243814,-0.010528161,102,train
-1.867001998,3,-1.177369308,-0.68963269,0.612562075,-1.031854431,0.027709325,-2.109702446,103,train
-1.943788725,1,-1.024211136,-0.919577588,0.372884977,0.906375254,0.440330642,1.741683982,104,train
1.610731225,6,0.98034538,0.630385845,0.488470369,0.010500904,-0.75376512,-0.100764013,105,train
2.262510136,3,1.18732882,1.075181316,0.076069416,-0.342644003,1.930161104,0.529277053,106,train
-2.253068765,3,0.75791502,-3.010983785,0.531797567,0.440974236,0.27676742,0.886055545,107,train
-0.339702177,7,0.325411745,-0.665113921,0.577391942,-1.02832298,-1.266617917,-0.300603977,108,train
-0.971631346,4,0.569038265,-1.54066961,0.321517126,0.749967596,-0.674254239,-0.011534721,109,train
0.234667058,3,0.046028828,0.18863823,0.873221295,-0.895084451,-0.347555081,0.654867557,110,train
1.140908783,6,1.437913346,-0.297004563,0.60702309,0.629421645,-1.796493395,-0.254328244,111,train
-1.702700135,1,-0.645682633,-1.057017502,-1.113972559,-1.188793209,-0.121004682,-0.168680457,112,train
0.948511903,5,1.347565977,-0.399054074,0.028375346,0.740619175,-0.19580248,-0.506335958,113,train
-0.36701393,8,-0.960899992,0.593886062,-0.832267387,-0.900493755,-0.713145398,0.159741621,114,train
-0.277951053,7,-0.177822603,-0.10012845,-0.200368788,-0.066859362,-0.908052901,0.022492084,115,train
2.73446133,4,1.536045263,1.198416067,2.295488493,0.644801882,0.541328942,-0.086432392,116,train
1.060559608,4,0.135886497,0.924673112,-0.572809607,-1.324400877,-0.128337488,-0.991900294,117,train
1.303585468,8,0.029456549,1.274128918,1.314567478,2.156934388,-1.959528291,-0.783770768,118,train
0.490888745,6,-0.044605615,0.53549436,-0.102351161,0.024607001,0.729087697,-0.197282993,119,train
-0.235959103,2,-0.715858186,0.479899082,1.027705894,0.537357389,0.51276137,0.530514915,120,train
0.449582999,3,0.175417393,0.274165606,-0.235080048,-0.415145548,0.598041976,-0.105208902,121,train
0.640368427,3,-0.226097699,0.866466126,-0.453677594,-0.508656787,-0.299066283,0.21752046,122,train
-1.766208163,8,-1.270874187,-0.495333975,-1.534402458,1.723635836,0.10077063,-0.146157657,123,train
0.858597125,3,0.937319749,-0.078722624,-0.690224488,0.806052994,1.626761173,-0.048974691,124,train
-0.572216112,1,0.287966132,-0.860182244,-1.260436307,-0.679839145,0.152372726,-2.215988915,125,train
-1.355627411,3,0.459494357,-1.815121768,-0.042787785,-0.223564663,-0.608929965,1.479866842,126,train
-0.472533688,5,0.5815652,-1.054098888,-1.681933758,0.320839539,0.594229017,0.529173129,127,train
1.523749255,3,0.807839416,0.71590984,-0.44316421,0.82026048,0.135668531,1.176307447,128,train
1.542842175,4,1.186750633,0.356091541,-0.14562565,0.119152369,-0.046172061,0.716467464,129,train
0.431836804,6,-0.025482715,0.457319519,0.070557376,-0.800265509,0.127540176,0.382471153,130,train
0.075613179,4,0.81314986,-0.737536681,-0.24601151,-0.152525286,1.371795695,1.090414103,131,train
1.00492446,3,1.021987085,-0.017062625,0.232793039,0.090885523,1.778096309,-0.083833286,132,train
-0.358532519,4,-0.290809748,-0.067722771,-0.779309656,-1.644961077,-0.667211207,-1.218903062,133,train
1.64841053,6,1.33532702,0.31308351,0.624320107,1.171250117,-0.529833618,-0.700622086,134,train
-2.358792423,3,-0.48359618,-1.875196243,0.475355729,-0.700852776,0.066356252,-0.471627733,135,train
1.053067345,8,1.078890954,-0.025823608,1.613851651,-0.492564558,-1.741448714,-2.351885184,136,train
0.468678016,1,-0.874894619,1.343572636,0.009926818,2.394150686,-1.072755585,0.411938207,137,train
-1.184305265,1,-0.130293817,-1.054011448,-0.112903857,-0.471073092,-0.998296523,-0.395172122,138,train
2.093007673,6,-0.063377383,2.156385056,-1.96933578,-0.190865792,0.358385426,0.226097497,139,train
-0.31448246,6,-0.082650051,-0.231832409,0.803773681,1.274418728,1.614515324,-1.05606196,140,train
-1.840943326,1,-0.9775733,-0.863370025,-0.554611216,-1.199577968,-0.682650131,1.733416315,141,train
0.57382942,3,0.861720812,-0.287891392,-1.202826456,-0.645256328,0.97486133,1.032015662,142,train
-1.093131097,2,-1.067237224,-0.025893873,1.266046983,0.885169781,-1.560883165,2.219692809,143,train
-0.383150115,1,-0.82964825,0.446498135,-0.093942175,-0.402001914,1.404701331,0.780980032,144,train
-0.555848885,8,-0.622654629,0.066805743,-0.52456359,-1.492934764,0.917665637,0.222753271,145,train
-0.116279464,5,0.470922096,-0.58720156,0.414986792,-0.203534104,0.538120123,0.931107393,146,train
0.153572195,2,-0.596629461,0.750201657,-0.230601233,0.107859315,0.619859601,0.415956401,147,train
-0.325453986,7,-0.456417444,0.130963457,-1.378633198,-1.684993441,-0.460026623,0.336338269,148,train
0.621379158,4,0.745493249,-0.124114091,0.036324292,1.067001441,-0.720209622,0.256495266,149,train
0.261494974,1,0.213971219,0.047523755,-0.512118516,0.090274448,-0.684854729,-1.178210026,150,train
-0.25382495,8,-0.979555831,0.725730882,0.893248463,-0.776632507,0.861464393,0.023559106,151,train
1.237869406,4,0.834614022,0.403255384,-1.7035667,0.014114441,-0.588897693,0.841518554,152,train
-0.321660132,6,0.877274605,-1.198934737,0.519296439,0.645883236,-0.799101175,0.217025152,153,train
3.157956115,5,1.607285422,1.550670693,2.435407618,0.763694851,-0.185432564,0.372682288,154,train
1.508723843,4,0.724771061,0.783952782,-0.927353101,-2.142864102,-1.054596024,1.6158961,155,train
1.183892567,6,1.315495391,-0.131602824,0.485236914,-0.048603921,-2.616531777,0.565823853,156,train
-2.489726875,8,-1.202855372,-1.286871503,0.084132855,0.262460085,-0.475051914,0.890586388,157,train
2.81420075,5,1.145025179,1.669175572,0.425281681,-1.04777483,0.012097816,-0.255468251,158,train
-0.396297124,3,-1.032251005,0.635953881,-0.274255316,-0.368667478,-1.287646406,-0.241045919,159,train
0.988170279,5,1.478148544,-0.489978265,0.635859721,0.874353621,0.284438759,-0.642891888,160,train
0.535909326,4,0.945824895,-0.409915569,0.994812407,0.726828289,-0.884913161,0.61576734,161,train
1.448535051,4,1.344821095,0.103713955,0.518996011,1.37347329,0.436782528,-0.086839395,162,train
-0.412007161,7,-0.590787814,0.178780653,1.44758651,-0.359797453,0.170676412,-0.604900594,163,train
-0.884872028,1,-0.657250074,-0.227621954,-0.461724121,-0.202803093,0.394940704,-0.994545888,164,train
0.020550746,2,-1.198569001,1.219119747,0.771566668,0.957592512,0.02036529,0.365178142,165,train
-2.281595001,2,-0.995565989,-1.286029012,-0.382925806,0.249510506,-0.086672539,-1.574226801,166,train
-1.68580826,2,-1.478212255,-0.207596005,0.55041984,1.864989788,-0.205831196,-1.125763637,167,train
0.413938652,4,0.156088359,0.257850294,0.892426939,-2.285780563,-0.795631448,-0.310172931,168,train
-1.505130978,8,-0.374249392,-1.130881586,-0.827995308,-0.516932443,1.394286924,0.315805764,169,train
-2.269059517,7,-1.619752852,-0.649306665,0.911329942,1.55893623,0.270340078,1.26400272,170,train
-0.267981787,7,0.109773122,-0.377754909,1.744482931,0.227329111,-0.468447686,-0.765928394,171,train
-1.407784323,3,-0.958016561,-0.449767763,0.667227102,0.448586003,-0.16262298,-0.77104043,172,train
1.411295677,1,0.978975491,0.432320185,-1.171973789,-0.061483581,-1.743927737,-1.707857846,173,train
-0.429454701,3,-0.873380174,0.443925473,0.00152348,0.222517527,-1.202232675,-2.367423305,174,train
-0.555617097,6,-0.719819763,0.164202666,0.234841194,-0.526367882,0.715176346,0.781432019,175,train
1.023548494,3,-0.23517942,1.258727914,-1.474305028,0.582327807,-1.959181369,1.867557243,176,train
-1.085440372,2,-0.155170729,-0.930269643,-1.384875538,1.887848649,-3.290846021,0.309290269,177,train
-0.507148094,6,1.459240266,-1.96638836,1.943056845,1.252589999,0.90031434,-2.016282726,178,train
1.095258855,2,-0.84369625,1.938955104,1.11263807,-1.847250824,-1.088561005,-0.745026978,179,train
0.117525942,6,0.88980903,-0.772283089,-1.393844878,-0.571331576,-0.611732746,-0.858659787,180,train
1.123441586,5,1.34683709,-0.223395504,0.988860949,-0.224627364,-0.817844683,0.115634312,181,train
-1.625115995,1,-0.508775454,-1.116340541,-0.073499687,0.279303214,-0.249858466,-0.671221171,182,train
-2.169049191,2,-1.310706529,-0.858342662,0.226963746,0.179435841,-0.085525688,-0.545683341,183,train
-0.293056433,8,-0.418119588,0.125063155,-0.513350698,0.687854923,-0.497829649,-1.686154908,184,train
-1.299749604,4,-0.299046487,-1.000703117,-0.24950862,0.284450211,-0.437876564,-1.293541704,185,train
-0.195098211,8,-0.874990266,0.679892055,-1.490375199,-0.944332164,-0.288373074,0.15694603,186,train
1.874280282,6,1.233737437,0.640542845,-0.119770363,0.025261108,-0.940509437,-1.044118962,187,train
-0.477887228,1,-0.233176785,-0.244710443,-1.563301241,0.539116861,1.048057444,2.048059259,188,train
1.059664592,5,0.998053229,0.061611363,-0.544154458,-0.988487656,-0.300243775,0.14838353,189,train
1.486055795,2,-0.429048466,1.915104262,0.454764858,-1.120807601,-2.24522657,-0.311680322,190,train
-0.253952198,7,-0.079495121,-0.174457077,-1.645894277,-1.443986091,0.204749532,-1.16228468,191,train
-1.575752453,7,-0.421222605,-1.154529849,-0.349065981,-0.528993265,-0.5435586,0.040736096,192,train
-3.251295063,7,-0.676710913,-2.57458415,0.391711731,0.561988192,-0.192491011,-0.120545339,193,train
0.605057228,6,0.277541392,0.327515835,-0.314634785,-0.363298187,-1.037521262,1.12111461,194,train
-0.63897635,7,-1.264978695,0.626002345,0.29638987,-0.177525599,1.042943336,0.430940876,195,train
0.820539616,5,0.259953588,0.560586028,-0.092956151,1.300076689,-3.166421522,0.514553842,196,train
-0.637554048,8,-0.847864414,0.210310366,0.213144143,1.131617137,0.301917194,1.000936266,197,train
0.427769131,8,-0.169462261,0.597231392,-0.485510116,-0.623433577,0.487572458,1.556537423,198,train
-0.489138966,3,-1.134890967,0.645752001,1.500180267,-2.182103399,-1.110234526,-0.942276713,199,train
-0.142424155,5,0.894916336,-1.037340492,-1.35599961,-0.95298429,-0.097700452,-0.386261544,200,train
-0.925709425,1,-0.952512924,0.026803499,-0.214265955,-1.179151384,0.286135614,0.004027575,201,train
-0.105145826,1,-1.266781539,1.161635713,-0.56233784,1.568112018,-0.960911179,1.185850539,202,train
0.802821524,7,0.24040303,0.562418494,-1.156123872,-1.047653705,-1.573981127,0.026756786,203,train
-2.315653482,1,-1.291654352,-1.02399913,0.995848486,0.269724386,0.599847379,-0.402835651,204,train
-0.583868391,2,-1.242795394,0.658927004,0.265875673,-0.258022353,-0.67205961,-0.16117784,205,train
-1.014611544,7,0.166378318,-1.180989863,-0.213708523,0.164262207,-0.958932041,-0.376920536,206,train
0.73179661,4,1.230745675,-0.498949064,0.474319662,0.430409647,0.94159212,0.982676029,207,train
-2.642520377,7,-1.166382667,-1.47613771,-0.700098806,1.762186017,0.690552104,-0.259757054,208,train
-1.278899548,1,-1.009106228,-0.26979332,-0.488960379,-0.713432414,1.060014685,-0.644747321,209,train
-1.960039221,2,-1.080080479,-0.879958742,0.013968343,1.396936488,-0.243860138,-1.601811806,210,train
-1.470815521,1,-1.375924243,-0.094891278,1.882819817,0.24635517,0.032142503,0.090691537,211,train
-0.698363788,2,-0.190733543,-0.507630245,-0.868626395,-2.09411037,0.337216241,1.120229766,212,train
1.64720707,6,-0.104745813,1.751952883,-0.012523765,-0.025007502,-0.194605103,0.803470478,213,train
-0.325690288,5,0.137934897,-0.463625185,-1.635552389,-0.04790144,-1.178993406,-1.541030126,214,train
-0.839069301,3,-0.586983204,-0.252086098,2.023094105,0.776239503,-0.384770205,0.06262115,215,train
-0.59769516,8,-1.500771891,0.903076731,0.548662828,2.236024532,0.974159547,-1.91895311,216,train
-1.845508293,7,-1.008988825,-0.836519468,-0.025437228,-0.418498338,1.002357022,1.254159152,217,train
-0.303146851,1,-0.214449478,-0.088697373,-2.541987364,-0.676357623,-0.567317395,-0.54701451,218,train
-0.369004375,5,0.688922245,-1.05792662,-0.431988264,-0.058088713,-0.260759019,-1.681177415,219,train
-2.146827654,6,-1.206211131,-0.940616523,0.034234239,0.903190064,0.892574369,1.253689342,220,train
-0.715017683,8,-1.379005264,0.663987581,0.41618915,0.440156999,-1.044406228,0.778633922,221,train
1.685058917,6,0.444478571,1.240580346,-0.168458147,-1.148472712,-0.085806331,-0.139384974,222,train
-2.233533588,2,-0.97605868,-1.257474908,-0.260565421,-0.947501512,-1.486614767,0.171509848,223,train
0.752640433,2,-1.170393677,1.923034111,-1.296347157,1.378006681,-0.536981209,0.483887583,224,train
-2.652458439,8,-0.976020498,-1.676437941,-0.224855666,-1.53730576,1.063835585,-1.399234551,225,train
1.326020151,4,0.839637601,0.48638255,-0.211525989,-1.590225845,0.786236594,-0.472277984,226,train
-0.190872618,4,-0.68900427,0.498131652,-0.493805146,-0.754079577,-1.231098016,-1.248081199,227,train
-1.792548216,6,-0.930115468,-0.862432748,-1.497466218,2.194179441,1.278474083,0.402500056,228,train
-0.153071563,8,-0.864208987,0.711137424,-0.863614208,-1.062631301,0.614936148,-0.12806047,229,train
-1.347542135,1,0.005587993,-1.353130128,0.832248167,-0.061791489,-1.227165133,-0.352524257,230,train
-1.287550324,6,-1.087973399,-0.199576925,0.139393694,0.06648629,2.107315473,-0.012580678,231,train
1.794931533,7,1.078480776,0.716450757,1.397149844,0.463007959,-1.154018612,-1.211869151,232,train
-0.817592419,5,-0.240566804,-0.577025615,-1.140616373,0.844785517,1.387412817,1.003519269,233,train
0.310091636,8,-0.20585232,0.515943956,0.164321038,-1.765858982,0.516854344,1.449276112,234,train
-0.668093973,7,0.196218055,-0.864312028,-0.009447106,-0.050414167,0.088969862,-1.463927708,235,train
-1.550101041,3,-1.301759415,-0.248341626,1.449062119,1.644424588,-1.285815472,0.166842631,236,train
-1.269007657,3,-0.789151055,-0.479856602,0.466293021,-0.437571334,-0.044586202,-0.794010556,237,train
-0.665193214,7,-0.696814523,0.031621309,1.675180967,0.088778345,0.292486364,-0.653279785,238,train
-0.972183982,6,1.099367488,-2.07155147,-0.099213389,0.969863693,-2.122650281,-0.94813637,239,train
3.197396332,6,1.264009949,1.933386383,-0.482374638,0.766520995,-1.378740379,-0.987477807,240,train
-1.372232766,2,-1.674301073,0.302068307,2.234203887,0.566473223,1.368775592,-2.128980806,241,train
0.955232622,6,1.041214989,-0.085982367,0.166234769,0.881146849,-1.133473625,0.281020222,242,train
0.883049351,4,1.111493915,-0.228444563,0.538511494,-0.462996645,0.673401229,1.26889632,243,train
0.076050065,4,1.187855777,-1.111805712,0.269128949,0.426605903,0.223786989,0.133864182,244,train
1.998456847,4,1.233857351,0.764599496,-0.659739567,0.955442006,0.424746084,1.222752988,245,train
0.623118539,2,-0.938232802,1.561351342,-0.90025576,-1.088673134,-0.704550531,0.223151056,246,train
-0.768114095,8,-0.517929899,-0.250184197,0.329651144,0.076892015,0.972643911,0.675065549,247,train
-2.077255874,6,-0.11162694,-1.965628934,-0.269805781,-0.305922419,-1.083778447,1.711725441,248,train
-0.698701835,2,-0.232532547,-0.466169288,0.666157483,-0.086419915,1.322084061,0.242997835,249,train
1.579261874,1,0.585195957,0.994065916,-0.941661083,-0.015997602,-1.088891755,-1.377356267,250,train
-0.440535996,4,-0.239850093,-0.200685904,0.0969914,0.501533859,-0.987837538,-0.646470452,251,train
0.443823566,5,0.705846059,-0.262022493,-0.077163352,0.832446486,0.740167985,0.462067702,252,train
-0.672040029,2,-1.184303172,0.512263143,0.121768063,-0.539730036,0.11196306,-0.819267634,253,train
0.660847372,4,0.074879484,0.585967888,-0.448740078,0.077776176,0.152179566,-1.399123588,254,train
1.428651144,5,1.103792532,0.324858611,0.479086851,0.185286075,0.16994021,0.373231729,255,train
1.99464108,7,0.523577262,1.471063817,0.496682907,-0.608099447,-0.45058423,-1.371287089,256,train
0.907155414,7,-0.211222197,1.118377611,1.550369551,-1.31562209,-1.661337199,0.803548379,257,train
1.922388127,5,1.402269018,0.520119109,1.201335082,0.271090473,-1.261918949,0.325153354,258,train
1.034355988,6,0.609247858,0.425108129,0.004018429,0.933677432,-0.746995568,0.498585447,259,train
-0.157545959,5,-0.461651588,0.304105629,-0.552964346,0.300773298,1.734097764,0.96023335,260,train
-2.487534224,1,-0.847982367,-1.639551857,0.432239715,0.726338451,2.277086322,0.146339612,261,train
0.047293832,5,0.989545291,-0.942251458,0.394259498,-0.244449639,0.042963331,-1.563010733,262,train
-0.923937237,7,-0.603015207,-0.32092203,-1.918607406,0.183077081,-0.649553739,0.581854094,263,train
1.611399445,6,0.57426736,1.037132086,2.756812722,-0.137450651,0.357576397,-0.45063061,264,train
-1.487563804,4,-0.970727978,-0.516835825,0.929058237,2.040344636,-1.864035652,-0.450772893,265,train
0.636865473,2,-0.45873169,1.095597163,-1.207604817,0.166603689,-1.162923245,-1.312312564,266,train
-1.407368114,7,-1.456438757,0.049070643,0.996246032,0.483854038,0.138486114,0.991038243,267,train
-0.559168965,3,-0.891156109,0.331987144,1.32142057,1.534146998,-0.41962309,-0.220719617,268,train
1.106246287,6,-0.621732354,1.727978641,0.166113961,0.343589473,1.247098072,0.005331553,269,train
